Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location
3471,7,0,1,1,2,1
6187,7,4,1,14,2,0
720,0,1,3,13,1,1
798,5,0,4,10,2,0
4856,4,4,5,8,2,1
4439,2,4,0,12,2,1
6277,1,3,2,15,1,0
4235,0,1,3,13,2,1
1806,1,4,2,2,2,1
3815,5,4,4,7,0,0
2617,1,0,2,6,2,1
6629,6,4,4,7,1,1
405,7,2,1,11,2,1
2541,1,3,2,15,2,1
4416,0,2,3,16,2,1
6855,7,1,1,9,0,1
6850,6,0,4,10,0,1
2796,5,0,4,10,0,1
2906,3,3,3,3,2,1
6769,0,0,3,9,0,1
267,1,4,2,2,1,0
836,3,1,3,13,2,0
5694,4,4,5,8,0,1
2913,5,0,4,10,2,1
4080,2,0,0,0,2,1
4072,2,1,0,6,2,0
6338,6,2,4,3,0,1
4808,0,2,3,16,2,1
2625,4,0,5,12,2,1
6278,3,3,3,3,0,1
1178,1,4,2,2,2,1
399,0,4,3,3,2,1
4818,5,4,4,7,2,0
6678,2,2,0,9,2,0
6395,1,2,2,13,1,1
3848,5,2,4,3,2,1
1711,5,1,4,15,2,1
1467,1,4,2,2,2,1
6747,5,2,4,3,2,0
1846,4,2,5,4,2,0
4820,6,3,4,5,1,1
1162,5,1,4,15,2,0
1185,2,2,0,9,2,1
1807,4,2,5,4,1,0
3312,4,0,5,12,2,1
1504,6,1,4,15,0,0
5146,7,4,1,14,2,1
6700,7,4,1,14,0,0
100,1,1,2,10,2,1
2082,5,3,4,5,0,0
1403,4,2,5,4,1,0
3166,5,1,4,15,2,0
5555,6,1,4,15,2,1
3083,3,3,3,3,1,1
2633,3,2,3,16,2,1
6988,7,4,1,14,2,1
4829,2,4,0,12,2,1
4658,6,4,4,7,2,0
6796,1,2,2,13,0,0
1259,4,3,5,7,1,1
1558,7,0,1,1,2,1
3224,4,2,5,4,0,0
5066,2,0,0,0,0,1
852,1,0,2,6,1,1
3731,1,0,2,6,2,1
3316,0,1,3,13,1,0
85,0,2,3,16,0,1
536,2,4,0,12,2,1
4175,7,1,1,9,1,1
814,5,3,4,5,2,1
4602,5,0,4,10,1,1
2170,4,2,5,4,1,0
5051,6,3,4,5,0,1
4905,4,2,5,4,0,0
6146,5,4,4,7,1,0
1125,3,1,4,15,2,1
3701,7,3,1,13,2,1
4325,4,3,5,7,0,1
1348,0,2,3,16,0,0
6009,0,4,3,4,2,1
3493,3,1,3,13,2,0
3207,3,2,3,16,1,0
1645,0,0,3,9,1,1
4275,6,3,4,5,0,1
4603,7,3,1,13,2,1
3253,3,4,3,16,0,1
6015,4,1,5,2,1,0
5642,0,2,3,16,0,0
1855,5,4,4,7,2,1
5301,0,0,3,9,1,1
2793,1,1,2,10,2,1
5702,4,3,5,7,2,0
1587,7,2,1,11,2,1
3720,0,4,3,4,2,1
6449,7,3,1,13,2,0
5973,6,3,4,5,0,1
3935,3,2,3,16,2,0
6052,6,3,4,5,2,1
4682,5,4,4,7,0,1
6296,1,1,2,10,0,1
7017,1,3,2,15,2,1
1821,3,4,3,4,0,1
2067,2,2,0,9,2,1
6755,5,4,4,7,2,1
5119,4,2,5,4,2,1
5853,3,1,3,13,2,1
5704,1,3,2,15,1,1
3662,3,2,3,16,0,1
5015,7,0,1,1,2,0
4125,3,2,3,16,2,1
1808,1,2,2,13,2,1
148,3,1,3,13,2,1
3239,3,2,3,16,1,1
3322,7,4,1,14,0,1
3050,3,2,3,16,2,0
5427,2,4,0,12,1,1
4243,7,4,1,14,0,1
5377,2,4,3,12,0,1
6316,2,3,0,10,1,0
3213,5,2,4,3,2,1
4564,5,4,4,7,2,0
504,3,1,3,13,0,0
4512,0,4,3,4,0,1
1694,5,1,4,15,0,1
5331,2,2,0,9,0,1
6601,1,4,2,2,2,1
1818,1,4,2,2,1,0
1683,2,2,0,9,0,0
5100,5,1,4,15,2,1
1909,2,1,0,6,0,1
6128,0,3,3,3,2,1
3282,1,3,2,15,0,0
4383,1,4,2,2,2,1
4748,5,3,4,5,0,1
4763,7,1,1,9,2,1
88,4,2,5,4,2,1
4117,3,0,4,10,1,1
2580,3,3,3,3,2,1
4503,5,0,4,10,2,1
3227,5,1,4,15,2,1
4444,5,4,4,7,1,1
6858,0,2,3,16,1,1
5935,3,4,0,12,0,0
391,6,2,4,3,1,1
1423,3,1,5,2,2,1
5243,3,3,3,3,1,1
6555,4,3,5,7,1,1
4634,4,0,5,12,2,1
532,4,1,5,2,0,0
2933,2,4,0,12,1,1
6511,4,1,5,2,2,1
1253,3,4,3,4,1,1
1945,2,3,0,10,0,1
2577,7,0,1,1,2,1
4998,0,0,3,9,2,0
6884,5,4,4,7,0,1
6627,4,0,5,12,1,1
4899,1,2,2,13,2,0
5821,4,2,5,4,1,1
2556,0,4,3,4,0,1
6540,3,3,3,3,0,1
1356,2,4,0,9,2,1
3033,3,3,3,3,2,0
5346,2,1,0,6,2,1
2959,1,1,2,10,2,1
2629,4,2,5,4,0,0
2769,2,0,0,0,0,0
1866,0,4,3,4,1,1
4814,3,0,3,9,2,1
684,2,3,0,10,2,1
3375,1,2,2,13,2,1
3619,4,4,5,8,2,1
1862,4,3,5,7,2,0
3543,1,2,2,13,2,1
6790,3,1,3,13,1,1
1099,3,1,3,13,0,1
3733,0,1,3,13,0,0
5076,1,0,2,6,2,1
4976,2,2,0,9,2,1
6398,6,0,4,10,2,1
4973,3,2,3,16,2,1
2133,2,0,0,0,0,1
912,7,2,1,11,1,0
1961,5,1,4,15,2,1
3154,1,4,2,2,2,1
1245,7,2,1,11,2,1
444,3,1,5,2,0,1
268,7,4,1,14,2,0
4356,1,4,2,2,2,1
6026,6,2,4,3,1,0
181,2,0,0,0,1,1
460,0,1,3,13,2,0
2553,7,1,1,9,1,1
6830,6,2,4,3,1,0
1588,4,4,5,8,2,1
0,7,0,1,1,1,0
6599,1,4,2,15,1,0
3054,3,4,3,4,2,1
256,3,4,3,4,1,1
1726,6,4,4,10,2,1
1861,2,4,0,0,2,1
6512,0,4,3,4,0,1
4650,2,3,0,10,2,1
2008,6,4,4,7,2,0
286,4,0,5,12,0,0
4739,3,4,3,4,1,0
5288,0,1,3,13,2,0
5124,1,2,2,13,2,0
1840,5,1,4,15,2,1
5890,0,3,3,3,2,1
3404,7,4,1,14,1,1
6644,1,1,2,10,2,1
1991,3,2,3,16,2,0
2588,7,3,1,13,2,1
3795,3,2,3,16,0,1
2018,7,2,1,11,2,1
3704,7,3,1,13,2,1
2821,7,3,1,13,2,0
10,0,0,3,9,0,0
5748,1,3,2,15,2,1
5084,5,1,4,15,2,0
4663,3,1,3,13,2,0
4047,5,1,4,15,0,1
567,7,4,1,14,2,1
730,4,1,5,2,2,1
5027,5,1,4,15,2,0
1388,0,0,3,9,2,1
1618,0,1,3,13,0,0
1427,3,3,3,3,2,1
3201,1,0,2,6,1,0
5739,4,4,5,8,2,1
941,7,4,1,14,1,1
2524,3,0,3,9,2,1
2890,5,2,4,3,2,1
630,2,4,0,12,1,1
2360,4,0,5,12,2,0
2918,3,3,3,3,1,1
4042,3,4,3,4,2,1
6270,4,1,3,2,1,0
2017,5,0,4,10,2,1
3957,3,1,3,13,0,1
1735,3,2,3,16,2,0
3102,2,4,0,12,2,1
1987,3,3,4,5,2,0
2984,0,3,3,3,2,0
676,0,4,3,4,0,0
5617,3,0,3,9,2,0
6686,3,4,3,4,0,0
3147,0,1,3,13,1,1
3649,2,0,0,0,2,1
4424,1,4,2,2,2,1
159,0,2,3,16,2,0
551,1,2,2,13,2,1
5659,0,0,3,9,2,1
6865,5,0,4,10,2,1
4750,3,2,3,16,2,0
1756,0,1,3,13,1,1
6309,3,0,3,9,1,1
6313,0,3,3,3,2,0
2654,1,3,2,15,2,1
5599,7,2,1,11,2,0
6797,0,2,3,13,0,0
5369,4,2,5,13,2,1
2675,2,4,0,12,0,1
4668,2,1,0,6,1,0
6891,6,2,4,3,1,1
1223,1,0,2,6,2,1
6383,5,2,4,3,1,0
3675,4,2,5,4,2,1
6037,6,4,4,7,2,1
121,3,0,3,9,0,1
5570,2,3,0,10,0,1
5512,1,1,2,10,2,1
4079,6,4,4,7,2,1
3826,2,1,3,6,1,0
1500,5,4,4,7,1,1
3995,6,4,4,7,2,0
3258,4,0,5,12,0,0
725,4,1,5,2,0,0
6731,2,3,0,10,2,1
2646,7,2,1,11,2,0
6819,0,1,3,13,0,1
2261,0,0,3,9,1,0
4489,3,1,3,13,2,1
3719,6,1,4,15,1,0
818,0,3,3,3,1,1
4132,2,4,0,12,2,1
2586,2,0,0,0,2,1
1274,3,0,3,9,0,1
5065,5,1,4,15,2,1
3342,2,3,0,10,0,1
4374,3,2,3,16,2,1
5781,2,0,0,0,2,1
992,4,3,5,7,2,1
6420,1,4,2,2,2,0
4266,6,3,4,5,0,0
1299,3,2,3,16,1,0
3679,2,0,0,0,1,1
1335,0,1,3,13,0,1
4390,0,4,3,4,0,1
5035,3,2,3,16,2,1
3333,7,1,1,9,2,0
4871,0,1,3,13,1,1
5627,7,1,1,9,1,1
6352,7,2,1,11,2,0
5207,5,1,4,15,0,0
367,3,4,3,4,1,1
5540,0,0,3,9,0,1
1091,3,0,3,9,0,1
5499,6,2,4,3,1,0
3976,2,0,0,0,1,0
2958,2,1,0,6,2,1
2804,0,4,3,4,2,1
4401,2,1,0,6,0,1
454,0,3,3,3,0,1
1124,6,4,4,7,2,1
5796,4,2,5,4,2,1
3535,6,2,4,3,0,0
318,3,0,3,9,2,1
3799,5,2,4,3,1,0
489,0,3,3,3,2,1
5145,7,1,1,9,2,1
346,0,0,3,9,1,1
3006,7,4,1,14,1,1
2157,4,4,5,8,2,0
5434,6,2,4,3,2,1
190,4,4,5,8,0,0
4428,5,4,4,7,2,1
5338,3,4,3,13,2,0
3106,6,2,4,3,2,0
799,1,2,2,13,1,1
4076,4,2,5,4,1,1
1651,7,4,1,14,2,0
3680,7,1,1,9,2,1
4179,1,2,2,13,1,1
5234,4,1,5,2,0,1
2472,7,0,1,1,1,1
2925,3,0,3,9,2,0
6347,7,3,1,13,1,0
5140,0,4,3,4,1,1
6113,5,4,4,7,2,0
5508,3,3,3,3,1,1
4405,1,3,2,15,2,0
3820,2,4,0,12,2,1
1063,0,4,3,4,2,1
3965,6,0,4,10,2,0
494,5,4,4,7,2,0
282,0,4,3,4,0,0
6381,2,1,0,6,1,0
5801,2,2,0,9,0,0
3012,3,3,3,3,1,0
3574,1,1,2,10,1,1
6243,6,0,4,10,0,1
711,3,3,4,5,1,1
3150,4,0,5,12,0,1
4843,5,4,4,7,2,1
6767,0,4,3,4,0,1
3257,3,2,3,16,2,1
3223,6,2,4,3,0,1
6794,0,2,3,16,2,0
4957,1,4,2,2,2,1
3988,5,0,4,10,0,1
2817,3,1,1,9,2,0
3851,2,1,0,6,2,0
111,4,3,5,7,2,1
4222,3,4,4,7,1,1
4651,5,2,4,3,1,0
4655,3,2,3,16,1,0
6418,5,2,4,3,2,1
5976,2,4,0,12,2,0
5610,0,4,3,4,0,0
3280,2,4,0,12,2,1
1219,6,3,4,5,2,0
5414,0,4,3,4,0,1
3329,5,4,4,7,2,1
2417,6,0,4,10,0,1
1577,0,0,3,9,2,1
1971,2,4,0,6,1,1
6828,2,0,0,0,1,0
3864,5,4,4,7,2,0
700,0,1,3,13,1,1
3942,3,0,3,9,1,1
1592,0,4,3,4,2,1
5307,5,3,4,5,2,0
219,0,0,3,9,2,0
6558,1,1,2,10,2,1
342,1,4,2,2,0,1
368,5,2,4,3,2,1
2823,4,2,5,13,0,0
581,3,3,3,3,1,1
337,2,4,0,12,2,0
287,1,2,2,13,1,0
3296,1,1,2,10,2,1
5257,7,1,1,9,1,1
2110,0,2,3,16,2,1
2366,3,0,3,9,0,1
1885,6,4,4,7,2,0
5946,3,0,3,9,2,1
2515,5,3,4,5,2,1
3361,1,1,2,10,2,1
766,1,0,2,6,1,1
2088,5,3,4,5,2,0
4388,4,1,5,2,2,0
175,6,2,4,3,1,0
1973,1,4,2,2,2,1
1380,6,2,3,3,2,1
6964,6,3,4,5,2,1
2527,7,3,1,13,2,0
1195,0,4,3,4,2,1
2056,1,3,2,15,2,1
574,6,2,4,3,1,0
2952,0,4,3,4,1,1
5949,0,0,3,9,0,1
1280,0,0,3,9,2,1
1297,0,2,3,16,2,0
2624,3,2,3,16,2,1
3307,7,2,1,11,0,0
1915,5,0,4,10,0,1
1192,7,1,1,9,2,1
6083,1,2,2,13,2,1
114,2,3,0,10,2,1
4090,7,4,1,14,1,0
1212,4,4,5,8,2,0
2779,3,3,3,3,1,0
4408,4,3,5,7,1,0
3260,6,1,4,15,1,0
3875,7,0,1,1,0,0
6535,0,4,3,4,2,1
650,1,3,2,15,2,0
3716,3,4,3,4,2,1
5313,7,0,1,1,1,1
1303,2,0,0,0,0,1
6268,0,2,3,16,2,0
2620,6,3,4,5,2,1
6547,7,4,1,14,1,1
1422,6,3,4,5,2,1
4092,5,1,4,15,0,0
5452,6,1,4,15,2,0
1851,1,1,2,10,2,1
67,1,1,2,10,1,1
1708,4,0,5,12,2,1
1039,1,3,2,15,2,0
6621,6,4,4,7,2,1
4678,0,2,3,16,0,0
4302,4,0,5,12,1,1
3989,2,0,0,0,0,0
2513,0,4,3,4,2,0
5443,2,0,0,0,1,1
1188,2,3,0,10,2,1
3839,1,3,2,15,1,1
4943,7,3,1,13,0,1
4867,5,2,4,3,2,1
6521,3,4,3,4,2,0
1454,3,1,3,13,1,1
6950,7,4,1,9,0,1
174,5,1,4,15,0,1
510,1,3,2,15,2,1
3920,4,3,5,7,2,0
5437,3,1,3,13,0,1
6737,7,2,1,11,0,1
2589,1,3,2,15,2,1
4308,5,0,4,13,1,1
42,6,4,4,7,1,1
6293,5,4,4,7,1,0
3788,5,4,3,7,1,0
6890,3,1,4,15,1,1
6761,1,1,2,10,0,1
6317,1,4,2,2,2,1
3399,3,0,3,9,1,0
6044,4,0,5,12,2,0
6499,2,4,0,12,0,0
1328,0,3,3,3,0,1
4799,3,1,3,13,2,1
3490,1,3,2,15,1,0
5378,7,3,1,13,2,0
4897,7,0,1,1,0,0
4710,6,4,4,7,0,1
6331,4,1,5,2,2,0
613,2,2,0,9,1,1
5826,7,3,1,13,2,0
5300,3,1,3,13,2,1
3428,7,3,1,13,2,1
1554,2,0,0,0,2,1
170,3,1,4,15,2,0
2274,2,4,0,12,1,1
555,6,4,4,7,2,1
4063,4,0,5,12,2,1
1778,7,4,1,13,2,0
1384,0,4,3,4,0,1
4922,5,0,4,10,2,0
2098,6,3,4,5,0,0
3002,0,0,3,9,2,1
4906,0,0,3,9,0,1
1933,2,1,0,6,1,1
1877,5,2,4,3,1,0
2258,7,1,1,9,2,1
1289,0,1,3,13,0,1
652,4,4,5,8,0,0
263,4,3,5,7,0,1
4403,4,4,3,8,2,1
2,3,1,3,13,2,1
1733,5,4,4,7,2,0
3185,7,2,1,11,1,0
33,0,4,3,4,1,1
5031,1,3,2,15,2,1
2348,3,3,4,5,2,1
4432,3,4,3,4,1,1
5303,2,1,0,6,2,0
4347,2,4,3,12,0,1
2520,0,4,3,4,2,0
2785,3,0,3,9,1,1
3415,3,4,3,4,1,1
5701,6,0,4,10,1,1
3142,6,0,4,10,2,1
303,3,0,3,9,0,1
1088,1,4,2,2,0,1
5719,7,3,1,13,0,1
6274,0,4,3,4,2,1
3591,7,0,1,1,1,0
3659,6,3,4,5,1,1
6970,2,1,0,6,2,1
3461,2,4,0,12,2,0
2006,2,0,0,0,2,1
3755,1,4,2,2,2,1
4122,4,0,5,12,0,1
2011,4,1,5,2,2,0
6091,5,4,4,7,2,1
1470,1,2,2,13,2,1
896,7,4,1,14,2,0
4751,2,4,0,12,0,0
4587,6,1,4,15,2,1
606,1,4,2,2,0,1
3577,6,0,4,10,2,1
3562,0,2,3,16,2,0
1725,2,4,0,12,0,0
1762,5,1,4,15,1,1
4264,3,2,3,16,2,0
4371,0,4,3,4,1,0
1538,6,4,4,7,2,1
3849,0,0,3,9,2,1
1135,7,1,1,9,1,1
4835,1,4,2,2,1,1
5495,1,4,2,2,2,1
694,3,4,0,12,0,0
2568,2,1,0,6,2,1
6218,3,3,3,3,2,1
4822,7,3,1,13,2,1
4788,0,3,3,3,0,1
3702,7,4,1,13,2,0
6566,3,2,3,16,2,1
1509,2,3,0,10,1,0
3982,7,2,1,11,0,1
1978,0,0,3,9,1,0
2107,1,4,2,2,1,1
1024,6,2,4,3,2,1
5539,1,0,2,6,2,1
473,0,1,3,13,0,1
5840,7,3,3,13,1,0
376,7,0,1,1,0,1
5965,6,4,4,7,1,1
187,6,4,4,7,2,1
4691,6,2,4,3,2,1
978,3,3,3,13,2,1
2865,7,2,1,11,0,1
1601,4,4,5,8,2,1
2174,3,4,2,2,2,1
255,4,3,5,7,0,1
5481,7,2,1,11,2,1
4744,2,4,0,12,0,1
5887,4,1,5,2,1,0
5409,4,2,5,4,1,0
500,3,2,5,4,2,1
2464,5,4,4,7,0,1
931,2,3,0,10,2,1
2171,2,1,0,6,1,1
6961,4,1,5,13,2,1
2137,4,3,5,7,2,1
6471,5,1,4,15,2,1
5069,1,1,2,10,0,0
658,2,0,0,0,2,1
5536,3,4,3,4,2,1
192,5,0,4,10,0,1
2859,1,2,2,13,1,1
778,3,0,4,10,0,1
4999,2,2,0,9,2,1
4954,6,4,4,7,2,1
3670,1,1,2,10,0,1
2355,0,3,3,3,1,1
2703,5,0,4,10,2,1
4810,2,3,0,10,2,1
1897,4,2,5,4,2,0
5114,2,3,0,10,2,1
4532,1,1,2,10,2,1
4478,4,2,5,4,2,0
6343,5,1,4,15,2,0
4108,7,1,1,9,2,1
2992,4,4,5,8,0,1
5813,7,1,1,9,2,0
1293,1,2,2,13,2,1
6893,0,4,3,4,2,1
923,4,0,5,12,0,0
1096,6,3,4,5,0,0
6193,4,4,5,8,2,1
5727,1,1,2,10,2,1
6877,2,3,0,10,2,0
1657,5,3,4,5,2,1
3401,1,1,2,10,2,1
257,4,4,5,8,0,0
3726,2,1,0,6,2,0
3709,2,1,3,6,1,0
1946,6,2,4,3,2,1
4009,2,0,0,0,1,1
3202,4,3,5,7,1,0
535,3,3,3,3,0,1
4251,4,1,5,2,1,1
43,3,3,3,3,2,0
6349,3,1,3,13,2,1
867,1,0,2,6,1,0
5337,4,1,5,2,2,1
6067,3,1,3,13,2,1
5956,0,3,3,3,2,1
4209,4,4,5,8,2,1
2829,2,2,3,9,2,1
4130,3,3,2,15,2,0
4136,6,1,4,15,1,1
6640,1,0,2,6,1,1
5226,1,2,2,13,2,1
199,6,4,4,7,2,0
6062,7,4,1,14,0,1
6482,0,4,3,4,1,1
128,7,2,1,11,2,1
6487,3,2,3,16,1,0
1803,1,4,2,2,2,1
5645,0,1,3,13,2,1
6279,0,2,3,16,0,1
6367,5,3,4,5,1,1
1026,7,1,1,9,2,0
52,1,2,2,13,2,1
6549,5,0,4,10,2,0
6543,3,4,3,4,2,1
5391,7,4,1,14,1,0
6442,7,4,1,14,1,1
5756,7,1,1,9,0,0
404,3,3,3,3,0,1
6857,3,1,3,13,2,1
2861,4,2,5,4,1,0
4690,7,1,1,9,1,0
6389,0,0,3,9,1,1
58,6,4,4,7,1,1
4975,5,2,4,3,2,0
552,5,3,4,5,2,0
4016,0,3,3,13,1,1
4192,6,0,4,10,2,0
5660,3,3,3,3,0,1
452,0,3,3,3,2,1
4224,1,0,2,6,1,1
1983,2,3,0,10,1,1
3901,2,3,0,10,2,1
4148,3,0,3,9,1,1
5974,2,2,0,9,1,1
809,0,3,3,3,2,0
4766,4,1,5,2,1,0
1424,7,4,1,14,2,1
6639,3,2,2,13,1,1
3586,2,1,0,6,0,1
5622,3,4,2,2,2,0
3472,7,1,1,9,1,0
871,6,2,4,3,2,1
859,5,3,4,5,2,1
5107,5,3,4,5,0,0
3095,4,4,5,8,1,1
1921,0,3,3,3,2,1
6880,2,0,0,0,1,1
307,3,0,1,1,1,1
3090,0,4,3,4,2,1
2989,4,3,5,7,0,0
615,4,2,5,4,2,1
4722,7,0,1,1,0,1
5289,2,1,0,6,1,1
5358,6,0,4,10,1,1
4025,1,1,2,10,2,1
5783,7,0,1,1,2,1
2728,7,0,1,1,2,1
2712,7,4,1,1,2,0
1901,4,4,5,8,1,1
49,1,0,2,6,2,0
5635,7,3,1,13,0,1
439,7,2,1,11,1,1
2083,3,4,3,4,1,1
3751,7,4,1,14,1,1
1713,2,2,0,9,1,0
3684,5,1,3,15,2,0
3327,2,2,0,9,0,1
6739,6,0,4,10,0,0
3411,5,2,3,3,2,0
2641,4,4,5,8,2,0
4342,3,2,3,16,1,1
804,3,3,3,3,2,1
3128,0,2,3,16,0,1
5218,3,1,3,13,2,0
4257,7,0,1,1,0,1
5154,4,4,5,8,0,1
193,0,0,3,9,2,1
1104,2,0,0,0,2,1
1729,0,0,3,9,0,0
306,1,0,2,6,0,1
1878,7,0,1,1,2,1
1095,0,3,3,3,1,1
5985,3,0,3,9,1,0
4685,2,0,0,0,2,1
6972,2,4,0,13,2,1
6795,4,4,5,8,2,1
6450,0,4,3,4,1,1
5908,2,3,0,10,2,1
6921,6,4,4,7,2,1
1430,0,3,3,3,0,1
3400,6,1,4,15,2,0
5056,3,0,3,9,2,1
6476,0,3,3,3,2,1
2765,5,1,4,15,1,1
6995,3,1,5,2,2,1
5595,5,1,4,15,1,1
4534,7,2,1,11,2,1
2267,4,0,5,12,1,1
1520,7,4,1,14,1,0
6620,7,4,1,14,0,1
6440,7,3,1,13,2,1
784,3,2,3,16,1,1
3072,4,1,5,2,2,1
3692,5,3,4,5,2,1
102,3,2,2,13,1,1
6369,0,2,3,16,2,1
4949,4,1,5,2,2,0
6687,5,3,4,5,2,1
1066,5,3,4,5,2,1
2576,1,4,2,2,2,1
3804,5,2,4,3,2,1
1832,6,2,4,3,2,1
2853,3,2,3,16,1,1
4477,4,4,5,8,1,0
3894,3,3,3,3,2,0
5087,4,3,5,7,2,1
2565,6,0,4,10,2,0
1410,4,3,5,7,1,1
6612,6,2,4,3,2,1
103,2,3,0,10,2,1
761,3,1,1,9,1,1
2896,6,1,4,15,1,0
1967,0,4,3,4,0,1
1051,2,0,0,0,2,0
1169,2,2,0,9,1,0
3043,3,2,3,16,2,1
3758,6,1,4,13,0,1
4547,1,1,2,10,1,1
3557,5,0,4,10,2,1
388,3,3,3,3,2,0
6341,7,2,1,11,1,1
3765,3,1,3,13,2,1
6864,5,3,4,5,1,0
3817,1,0,2,6,1,0
4502,2,4,0,12,0,0
1180,3,1,5,2,2,1
1741,2,4,0,12,2,1
3819,4,4,5,8,2,1
4761,3,0,3,9,2,1
1475,6,2,4,3,2,1
2089,7,0,1,13,0,1
5558,0,4,3,4,2,1
1006,1,2,2,13,0,1
3366,2,3,0,10,1,0
2248,4,0,5,12,1,0
3722,4,1,5,2,0,1
3866,2,3,0,10,2,1
4441,0,3,3,3,0,1
5556,6,4,4,7,2,1
2762,4,3,3,7,2,1
1883,1,0,2,6,2,0
1355,4,1,5,2,2,1
5314,5,4,4,7,1,0
1574,7,1,1,9,2,1
6204,3,4,3,4,1,1
3779,0,1,3,13,1,1
4944,6,3,4,5,2,1
5903,7,2,1,11,2,1
603,3,1,3,13,2,1
894,3,3,3,3,2,1
4593,3,4,3,4,0,1
6106,0,3,3,3,1,1
1177,0,1,3,13,1,1
5749,2,0,0,0,2,1
2564,0,0,3,9,0,0
698,0,0,3,9,0,1
4837,1,4,2,2,2,1
5036,1,0,2,6,2,1
2154,1,0,2,6,1,1
4005,2,2,0,9,0,0
5598,1,4,2,2,2,1
3900,7,0,1,1,2,0
6910,7,1,1,9,2,1
3784,0,4,3,4,2,0
4142,5,2,4,3,2,0
166,7,3,1,13,0,1
6424,2,0,0,0,2,0
5811,1,4,2,2,2,1
5596,7,2,1,11,2,1
6785,3,1,4,15,0,0
6057,3,2,1,11,2,1
6963,1,4,2,2,2,1
4074,1,4,2,13,2,1
3193,2,3,0,10,0,0
4337,3,3,3,3,0,0
5605,2,0,0,0,1,1
5850,5,0,4,10,2,1
4466,3,3,3,3,0,0
1842,1,3,2,15,1,1
4950,5,3,4,5,2,0
4520,0,2,3,16,0,0
3791,5,4,4,7,2,1
5995,6,4,4,7,0,1
108,1,1,2,10,2,1
4147,0,4,3,4,2,1
5308,6,4,4,7,1,1
5844,1,3,2,15,2,1
2161,2,4,0,0,1,0
4105,4,1,5,2,0,1
6306,5,0,4,10,1,0
5691,3,2,3,16,2,0
3843,4,2,5,4,2,0
5503,5,1,4,13,2,1
2730,0,2,3,16,2,1
2400,2,4,0,12,1,1
1845,0,0,3,9,2,1
5936,3,3,4,5,2,1
213,1,0,2,6,2,1
3300,0,4,3,4,0,0
6080,3,3,3,3,0,1
965,1,0,2,6,1,1
4524,4,1,5,2,0,0
6673,1,2,2,13,2,1
2023,3,2,3,16,2,1
6525,2,1,0,6,2,1
5380,5,2,4,3,1,1
4099,0,4,3,4,2,0
4522,4,4,5,2,1,1
2449,1,2,2,13,2,0
1090,0,1,3,13,2,0
4816,2,3,0,10,2,1
1517,4,3,5,7,2,1
2180,0,3,3,3,1,1
3419,7,4,1,14,0,1
5274,3,2,3,16,2,1
5560,7,4,1,14,0,1
364,2,2,0,9,2,0
1481,7,4,1,14,1,1
4620,7,0,1,1,2,1
3020,6,0,4,10,0,1
4662,3,3,3,3,2,1
1636,3,2,3,16,0,0
847,0,0,3,9,2,1
319,2,4,0,12,1,0
6385,0,3,3,3,2,1
1038,4,0,5,12,0,0
6998,4,0,5,12,1,1
6660,6,3,4,5,1,1
5468,1,3,2,15,2,1
39,5,3,4,5,0,1
925,1,4,3,2,2,1
3974,0,0,3,9,2,1
6507,0,1,3,13,1,1
2333,3,3,0,10,2,1
3767,4,1,5,2,0,1
379,6,3,4,5,0,1
3515,2,3,0,10,0,0
390,2,3,0,10,0,1
3476,3,3,3,3,1,0
781,7,4,1,14,2,1
1665,0,2,3,16,2,0
2812,7,0,1,1,2,1
853,1,2,2,13,2,1
1266,4,2,5,4,2,1
1549,3,2,3,16,2,0
6466,5,3,4,5,0,1
4842,0,3,3,3,1,1
4228,4,2,5,4,1,1
1239,4,1,5,2,2,0
2523,1,2,2,13,2,1
2945,5,1,4,15,1,1
5632,0,4,3,4,2,0
483,5,0,4,10,1,1
384,1,3,2,15,0,1
6068,3,3,4,5,0,1
2549,3,4,3,4,2,1
6626,1,4,2,2,2,0
4152,3,4,3,4,0,1
4,7,4,1,14,1,0
705,2,0,0,0,1,0
1912,2,4,0,12,0,0
82,2,0,0,0,1,0
4501,0,3,3,3,2,1
1795,0,3,3,3,1,0
206,7,0,1,1,1,1
5758,3,2,3,16,2,0
2228,4,1,5,2,0,0
6909,3,1,3,13,1,1
4281,7,1,1,9,1,1
153,1,4,2,2,2,1
5283,6,4,4,7,2,1
5869,6,0,4,10,2,0
5648,4,2,5,4,2,1
5842,3,0,3,9,1,0
5143,6,0,4,13,2,1
4395,2,2,0,9,0,0
4160,3,1,4,15,0,1
4615,1,0,2,6,2,1
6944,4,0,5,12,0,1
4582,1,1,2,10,0,0
5921,0,0,3,9,2,0
4366,4,4,5,8,0,0
3708,3,2,3,16,2,1
2631,1,1,2,10,1,0
2352,2,3,0,10,1,0
750,3,3,3,3,2,1
6708,7,4,1,14,2,1
309,6,0,4,10,2,0
5586,5,4,4,7,0,1
5770,7,2,1,11,1,1
6591,0,2,3,16,2,1
4804,6,0,4,10,1,1
5079,3,2,3,16,2,1
2201,4,1,5,2,1,0
1312,6,1,4,15,2,1
3830,7,4,1,14,1,0
330,5,1,4,13,2,1
2948,6,2,4,3,2,1
3073,2,1,0,6,2,1
6913,0,1,3,13,2,1
4307,3,3,3,3,2,0
1163,7,4,1,14,2,1
6417,5,4,4,7,2,0
357,5,3,4,5,2,1
